0.0243110794,-0.2079901105,0.0169613442,0.0842218827,-0.3347881831,0.4061329057,0.3893515782,-0.1065932392,0.5366907611,-0.6188815489
-0.4238970565,0.0579495049,0.2389221768,0.2311289790,-0.5784692825,0.0597103682,-0.2316262220,0.3059881459,-0.3066656818,-0.2813181668
-0.4021721384,0.5130153625,0.6670603284,0.3820427415,-0.2376439552,-0.0493501008,-0.3640978020,0.2070314573,0.1465818842,-0.4856236297
-0.0619442623,0.1380108822,-0.0465523288,-0.1048747915,0.3193987687,0.0079609468,0.1532919523,-0.0790848704,0.0416541761,-0.2643964333
-0.2157805042,1.0915020799,-0.0443012892,0.5219479614,0.5937468148,-0.1218370905,0.0892936060,0.3561501428,0.0546171319,0.3981890932
0.1865830839,-0.2213638221,-0.1832226060,0.0723482478,0.3534669573,-0.2776333235,-0.4486684843,0.2599388305,0.5728961645,0.3361865323
0.3228927879,-0.2560551593,0.0441474255,-0.0748922129,0.1505090953,-0.2804132465,-0.0201090593,-0.1998700921,-0.2642455676,0.1717651732
-0.1541855291,-0.0249193087,-0.0120086799,0.6041189263,-0.3145081885,0.3777033756,-0.1781620794,0.8541614617,0.0042274436,0.6344607492
0.9274778947,-0.2194348120,0.0961184875,0.1182056291,0.3396234490,0.3364341897,0.4766932926,-0.3198736987,-0.3896837958,-0.0474891860
-0.0686554236,-0.1206215160,-0.0471214767,0.1553597403,0.5871103547,0.2929065434,-0.0724622073,-0.1387155556,-0.0134847733,-0.1795429729
0.0329520063,0.3658457688,0.0733300218,-0.2379079892,0.2472280441,0.0320527329,-0.1711874870,-0.2011978374,-0.5652650164,-0.0542129934
-0.2823245058,-0.1167858741,-0.5089611142,0.1124240210,0.0792176915,0.2972923776,0.1011182369,-0.4100956778,0.0984705368,0.0226879322
0.3511306558,-0.0854685447,-0.3389020562,0.4533950833,0.2075721732,0.3259795878,-0.2702468590,-0.4431868552,0.1390088648,0.5719481042
0.5255742191,-0.1498398868,0.5831287905,0.1070213402,-0.1493442078,-0.1001734801,-0.2423604213,0.1716789648,0.0123469741,-0.7959254248
0.0872468286,0.1822816773,0.1399031379,-0.3178989503,-0.1482336521,-0.1510726964,0.0441702898,0.0616869452,-0.0486297230,-0.1188998341
0.1369968274,0.0220680908,-0.2882340779,0.0847575693,0.1965788107,-0.2153413133,-0.2691907862,0.0201022478,0.1703260363,0.0729385989
0.0259945265,0.1135046352,-0.3894305667,-0.1670222972,0.1133781131,0.7054021867,0.2516426976,0.2870994206,0.1158907937,-0.0141479453
0.2250592897,-0.0046176402,0.0213860182,0.2165273830,-0.1414398023,0.4446916336,-0.4393337043,0.4227109124,-0.2965845146,0.0091854459
0.0861225442,-0.0760109289,0.2137125292,0.1357388204,0.0881754866,-0.0877624400,-0.3346348369,0.0994793339,0.1652067854,0.0610095739
0.2640092684,-0.0117635713,-0.1877406715,-0.2768482519,0.4696523750,-0.1130742112,-0.2770952283,0.4781448657,-0.1656270927,0.3704275867
0.3349484019,-0.0624013447,0.0520696679,0.0916270718,-0.1288509445,-0.1721261460,-0.3887152373,0.3245704170,-0.3573342490,-0.0396483672
0.1114695753,0.2212456511,-0.0394941621,-0.1692576478,-0.4641871862,0.3789180376,-0.0266630276,0.0263054887,0.2044796280,0.3447037535
-0.1033172060,-0.0950977171,0.1774975074,0.1955239140,0.0569206768,0.0230110037,-0.0053564801,0.2701174116,0.0349054129,0.1264954254
0.2432750096,-0.1636062641,0.3395524250,-0.0826911266,0.1585785264,-0.0798713597,-0.4791197875,0.2119655026,-0.0884707098,0.5537412039
0.1433522079,-0.1070531989,0.3814082891,-0.2261350042,-0.3287384260,0.2778724682,0.0135567832,0.5750554596,-0.2077785256,-0.1632395740
0.1382642648,-0.0774111032,0.0533406752,0.0524874995,0.3197461290,-0.0878991917,0.0901882807,0.0780163495,-0.0742065464,-0.0360439111
0.2450976091,-0.3140620730,-0.1996831184,0.7069256303,0.2596569288,0.2995788779,-0.0884758078,0.2621566511,-0.0821890193,0.7474117190
-0.1993079324,0.3075807846,0.1501967699,0.8385210840,0.3262750407,-0.2381275620,-0.2312054005,0.0839370877,0.0964140678,-0.0863182903
-0.0027907426,0.3030754266,0.1008052710,0.1241237817,-0.3214972725,0.3488231324,0.0296027549,-0.1507937344,0.0122914037,0.2019911483
-0.1167105278,0.2507522676,0.0172085293,-0.0223230525,-0.1130294907,0.1497393759,0.0384029636,0.0845574426,-0.1714652592,-0.0733318767
0.3123303160,0.3027828486,0.1810993475,-0.0346799201,0.2007238279,-0.2000021526,-0.1656752093,-0.4643695495,0.3947617899,0.2236236790
-0.0620429540,-0.0931812488,-0.1595225051,0.6409132444,-0.0007893332,0.7651643807,0.2197281724,-0.2865994499,0.6184892554,0.4955390748
